"TIMEOUT","CIRC_ID","STREAM_ID","LAUNCH","STARTED","USED_AT","COMPLETE_MS","COMPLETE_MS_USEDAT","REQUEST_MS","RESPONSE_MS","DATARREQUEST_MS","DATARESPONSE_MS","DATACOMPLETE_MS","TROUGHPUT_KBproSEC_Download","TROUGHPUT_KBproSEC","PATH"
FALSE,31,45,2014-10-21 15:46:47,2014-10-21 15:46:48,2014-10-21 16:07:09,1220889.01,1220889.03,0.39,260.21,260.35,424.09,1220889.01,4.1945598824,4.1936667413,"$5665A3904C89E22E971305EE8C1997BCA4123C69, $523D242C40E7CDF4D389B8F321EFBA3AEA1B39C0, $D3BDECB920E0B7543AD2BA7BF573F7B0F37F7B0F"
FALSE,40,59,2014-10-21 16:08:30,2014-10-21 16:14:39,2014-10-21 16:14:55,15783.11,15779.75,0.3,280.92,281,570.71,15783.11,330.2776804017,324.4035745848,"$9C823407CE8D1880F34187E6E2F9CA341B1EB238, $7F1D228E17AA6F4CEC24A90082CB2D457013C994, $79CF377F0ACEC5F0002D85335E4192B34202A269"
FALSE,41,61,2014-10-21 16:18:19,2014-10-21 16:24:39,2014-10-21 16:24:46,6428.87,6425.67,0.31,262.27,262.38,481.18,6428.87,830.2937954072,796.4456111128,"$26BF4179259C3AD83E2BFA0C2263B57534F6A1B6, $14F21773A93EF899CA0AD48A594C5A47AA1710AB, $35961469646A623F9EE03B7B45296527A624AAFD"
FALSE,42,63,2014-10-21 16:24:39,2014-10-21 16:34:39,2014-10-21 16:34:46,6204.22,6200.55,0.3,204.72,204.83,384.46,6204.22,853.4212590588,825.2854810536,"$26BF4179259C3AD83E2BFA0C2263B57534F6A1B6, $EBE718E1A49EE229071702964F8DB1F318075FF8, $9030DCF419F6E2FBF84F63CBACBA0097B06F557E"
FALSE,43,65,2014-10-21 16:34:39,2014-10-21 16:44:40,2014-10-21 16:45:01,21008.79,21005.9,0.3,866.37,866.49,1815.26,21008.79,254.1913904016,243.711040364,"$F528DED21EACD2E4E9301EC0AABD370EDCAD2C47, $44B9D9C24E3C04054AE0A47080CC55461A1AC116, $B7EC0C02D7D9F1E31B0C251A6B058880778A0CD1"
FALSE,44,67,2014-10-21 16:44:39,2014-10-21 16:54:40,2014-10-21 16:55:21,40676.5,40672.96,0.35,3543.12,3543.22,3834.25,40676.5,137.881706005,125.8723017518,"$CE73B5351ABE5B94C28BAD6781B4968739210929, $FFA72BD683BC2FCF988356E6BEC1E490F313FB07, $833FD934AF3938E2143F883ECD97B9F1193B0789"
FALSE,45,74,2014-10-21 16:54:40,2014-10-21 17:04:40,2014-10-21 17:04:58,17376.69,17372.8,0.39,1134.01,1134.13,1647.78,17376.69,315.2211879181,294.6541789746,"$A5DEF08A1D6075453C6CB856B2F1FA4070D67ECF, $0FF82250FC9678DFE3D7D36BF3A4E43E4BA27A43, $F9CCC8DC2677C2F589444B4FB3956B39DF1BF13B"
FALSE,48,76,2014-10-21 17:04:40,2014-10-21 17:14:40,2014-10-21 17:14:48,7027.4,7024.22,0.32,322.52,322.63,546.12,7027.4,763.6355506338,728.609478894,"$855BC2DABE24C861CD887DB9B2E950424B49FC34, $B198C0B4B8C551F174FBB841A172616E3DB3124D, $8741BDA82123E6B145E24FB4268233ACE198FC03"
FALSE,58,88,2014-10-21 17:45:38,2014-10-21 17:46:20,2014-10-21 17:46:38,17928.76,17925.51,0.3,1261.59,1262.08,1573.65,17928.76,307.1996070005,285.5793831151,"$6F33B603636ADEBC7F9B03AF8CADFF88A37AC09F, $49DF4A812362716B5FB3B7B44391172C6402EAEA, $3383F528AF6ACB986465D5D5CAA12A191144A5AB"
FALSE,59,90,2014-10-21 17:55:27,2014-10-21 17:56:20,2014-10-21 17:56:28,7605.83,7602.18,0.48,273.39,273.53,550.54,7605.83,698.2806028179,673.2105781997,"$5533B9DBAD6B5B419A604611925E55AB6B9FBA32, $9C823407CE8D1880F34187E6E2F9CA341B1EB238, $3F061400B6FB1F55E7F19BB3C713884D677E55B7"
FALSE,60,94,2014-10-21 17:56:20,2014-10-21 18:06:20,2014-10-21 18:06:32,11306.03,11303.14,0.33,1415.27,1415.39,1669.46,11306.03,517.6609817606,452.8688598932,"$5533B9DBAD6B5B419A604611925E55AB6B9FBA32, $8842DEE21CC9A159D405828CBD374A6008EDF195, $72A4E600D86B49E7FB8F1C3EE78158824A904267"
FALSE,62,96,2014-10-21 18:06:20,2014-10-21 18:16:21,2014-10-21 18:16:44,22996.69,22993.63,0.31,236.76,236.87,456.86,22996.69,224.9578923722,222.6437200655,"$7B48192A59A903F914ECF73ADBC3711F3E8EAE01, $5D1D729AAB57806219152AAC3D1EDFBFEA401B88, $80D73E75A30BEEF627604B7014753304764E0723"
FALSE,63,98,2014-10-21 18:16:20,2014-10-21 18:26:21,2014-10-21 18:26:27,5696.92,5693.02,0.29,188.45,188.56,342.61,5696.92,929.4965680483,898.7771302699,"$072414751F479EB401F4AE22C40F78ADDD0F2412, $E26AFC5F718E21AC502899B20C653AEFF688B0D2, $2243E0219D713FF41D497500E13DD620AFF72E88"
FALSE,64,100,2014-10-21 18:26:21,2014-10-21 18:36:21,2014-10-21 18:36:30,8496.57,8493.03,0.35,239.65,239.73,459.08,8496.57,620.0919414085,602.6210708585,"$EC34A70B58B8EB6B11F4D31BD36DC8C187CB3B8A, $995D0FE5A89563D79A383CCC2444D0E26C6BE625, $1EB8BDA15D27B3F9D4A2EDDA58357EA656150075"
FALSE,65,102,2014-10-21 18:36:21,2014-10-21 18:47:02,2014-10-21 18:47:13,10916.99,10913.37,0.32,485.76,485.89,849.6,10916.99,490.8398416975,469.0076196026,"$BB746FEDE07FEBD8DED13188BD2A47DBE97AD09D, $F2C4B2B7628F48D293AFD841B868B13914C7D570, $C974508A98446F36169FB248655BCD50DF17F14C"
FALSE,68,113,2014-10-21 18:57:02,2014-10-21 18:58:49,2014-10-21 18:58:55,5914.12,5910.73,0.31,238.2,238.63,454.03,5914.12,902.1255281429,865.7705414459,"$7165C0EF200CE48BBE2148084FE535577F1C19EA, $B83DC1558F0D34353BB992EF93AFEAFDB226A73E, $B1B7BE5B08EFF31E96FFB2BB41B131DF89FC1A3F"
FALSE,66,115,2014-10-21 18:46:21,2014-10-21 19:08:49,2014-10-21 19:09:06,16604.67,16601.13,0.32,481.57,481.99,717.65,16604.67,317.5649894242,308.3528753917,"$CE75BF0972ADD52AF8807602374E495C815DB304, $26A55922E5D0E24B4DADB98378A2EB9DCCB09BC0, $6B3209C88923A80A4DF4C86F585ED4A8643DEF89"
FALSE,69,117,2014-10-21 19:08:49,2014-10-21 19:18:49,2014-10-21 19:19:23,33338.68,33335.21,0.33,348.9,349.02,743.6,33338.68,155.2001633206,153.576891852,"$80AAF8D5956A43C197104CEF2550CD42D165C6FB, $338A647AE5C971B11AE9F506C134468DDD0D201A, $B7EC0C02D7D9F1E31B0C251A6B058880778A0CD1"
FALSE,71,119,2014-10-21 19:18:51,2014-10-21 19:28:49,2014-10-21 19:29:03,13138.93,13135.22,0.35,303.29,303.37,537.14,13138.93,398.8920164972,389.6920706236,"$D07F7D4A35BBD1029CF28AADE21A7BEBE982C300, $B567E8E39641F61091C1F2CAAAF73D3D1BF9CFE1, $35961469646A623F9EE03B7B45296527A624AAFD"
FALSE,72,121,2014-10-21 19:28:49,2014-10-21 19:38:50,2014-10-21 19:39:31,40833.8,40830.98,0.31,356.27,356.36,653.32,40833.8,126.4902000331,125.3872770531,"$A6F64642F6D4C15E62BC421589E013433193055D, $D7EBC3E592A6BC3F9DDCB471185BC28C038BCCE7, $F65E0196C94DFFF48AFBF2F5F9E3E19AAE583FD0"
FALSE,73,133,2014-10-21 19:38:49,2014-10-21 19:48:50,2014-10-21 19:48:55,4503.69,4500.81,0.35,194.11,194.23,348.26,4503.69,1188.082823709,1136.932418685,"$772C86361E276271665579621815F43311A29DA6, $055AEF1AEFD000EAFE4A55B6638F21EF0B90C81E, $89E3170B4E2FC9A430FB97536769FC0ABF6C4DB3"
FALSE,77,135,2014-10-21 19:48:50,2014-10-21 19:58:50,2014-10-21 19:59:08,17196.05,17192.83,0.33,328.95,329.08,576.77,17196.05,303.5518492523,297.7485227022,"$986A7FE135C6138D2511C6C45AB2B28AA2201057, $BDB26EF60A419089CA3AA0891AF1681455285D48, $4F215EB01DE79196D6E39FCEEBA7ED43C76C3272"
FALSE,78,137,2014-10-21 19:58:50,2014-10-21 20:08:51,2014-10-21 20:09:48,56795.82,56792.93,0.4,6344.16,6344.32,12470.31,56795.82,101.4836069931,90.1481188298,"$2E74F3D2A5624163D7DECE7A00D48200115F6B7B, $055AEF1AEFD000EAFE4A55B6638F21EF0B90C81E, $021CD197EF41625F48D599F3D1933A1A953B981B"
FALSE,80,139,2014-10-21 20:08:53,2014-10-21 20:18:51,2014-10-21 20:19:15,23408.64,23405.79,0.32,523.87,523.99,986.11,23408.64,223.730733494,218.7256581697,"$DE3B1B5395376479346CFA107A4FE8193EB7A635, $330CD3DB6AD266DC70CDB512B036957D03D9BC59, $B0279A521375F3CB2AE210BDBFC645FDD2E1973A"
FALSE,82,141,2014-10-21 20:28:51,2014-10-21 20:51:44,2014-10-21 20:51:53,8740.52,8737.09,0.33,301.99,302.46,544.62,8740.52,606.7748196459,585.8000188493,"$1C90D3AEADFF3BCD079810632C8B85637924A58E, $5AE72C34DAA2EF6A511AF82FAF68AA08BE9802D8, $02CD25EC7E55BADBEFDF63BF2FAA2C8B16BD1C26"
FALSE,81,152,2014-10-21 20:18:51,2014-10-21 21:01:44,2014-10-21 21:01:57,12451.13,12447.56,0.33,3399.61,3399.67,3627.44,12451.13,565.6546040192,411.2184901179,"$874786AE2D973602041D4A1A145D2A8435C88B6F, $6FD48769A13B06D721F1EBCAF2E4838FEBA02566, $79CF377F0ACEC5F0002D85335E4192B34202A269"
FALSE,85,154,2014-10-21 21:01:44,2014-10-21 21:11:44,2014-10-21 21:12:00,15075.62,15072.5,0.32,553.11,553.23,997.39,15075.62,352.5591696238,339.6283316691,"$77F32E5228BE525E660F72544484FD48DFA87966, $4C0E55EFDCBEE8F279706DD1972C9659632B6B38, $E34E25D958D46DDE5092385B14117C9B301DC0E9"
FALSE,86,156,2014-10-21 21:11:44,2014-10-21 21:21:45,2014-10-21 21:22:04,18674.66,18671.16,0.32,429.46,429.96,833.78,18674.66,280.6294438222,274.1729975513,"$32EE911D968BE3E016ECA572BB1ED0A9EE43FC2F, $B00E891A527D59213E67CF524B76916D201C4C9F, $5723495C31E02098F370F0797F74EDF82A74AC38"
FALSE,87,158,2014-10-21 21:21:44,2014-10-21 21:31:45,2014-10-21 21:31:50,4399.25,4396.51,0.25,190.89,191.01,364.26,4399.25,1216.6603672168,1163.8995946571,"$9CD77810A49B52A333666689B334447DCAD40591, $34E627190284820BD6755D6D0BB42ECD4E863875, $94F400BFAC205F7E99EA2EEBF4D05680EF4E94B9"
FALSE,88,160,2014-10-21 21:31:45,2014-10-21 21:41:45,2014-10-21 21:41:56,10025.51,10022.66,0.31,198.6,198.7,371.69,10025.51,521.0236177024,510.7130554683,"$63C6AB74A5C288C2159DDC783BB00F88AB44427C, $33A334A126B13D85522950C8446C9F293404D3CC, $891088B9E2D31AA32ADFC6B1AB6700AF0BF94B23"
FALSE,89,172,2014-10-21 21:41:45,2014-10-21 21:51:46,2014-10-21 21:52:00,13849.46,13848.01,0.31,226.64,226.77,405.74,13849.46,375.8435391264,369.6979383068,"$EB79F07792A065D3C534063773E83268E069F5EB, $B567E8E39641F61091C1F2CAAAF73D3D1BF9CFE1, $2AEC22D39B7E87C509C1B702A6FB18F8088BFDA0"
FALSE,92,174,2014-10-21 21:51:45,2014-10-21 22:01:46,2014-10-21 22:02:22,35614.71,35611.32,0.33,522.55,522.73,891.39,35614.71,145.9022872272,143.7621539881,"$80AE7BE9A7F3CAA2F44946600348EE66A2F5297B, $E6C532D7C7614F19EF809F50AA735054BAB47979, $CACB5526CA31F48227CE6C934D37D348E67D928D"
FALSE,93,181,2014-10-21 22:01:46,2014-10-21 22:25:21,2014-10-21 22:25:31,9860.79,9857.56,0.32,5290.01,5290.13,5502.06,9860.79,1120.1897892353,519.2454902143,"$EEEC602B6887DE706F8584661CFB0B3CBDBDEBDC, $0D145F7F9A0DD2E5F5BF9476E01141A736BCBE50, $B486925DC901969CCE2B371E93740CF98C30539D"
FALSE,100,183,2014-10-21 22:19:40,2014-10-21 22:35:21,2014-10-21 22:35:34,12571.44,12567.69,0.31,231.84,231.96,408.18,12571.44,414.928147449,407.2824040264,"$D7DB8E82604F806766FC3F80213CF719A0481D0B, $AB73816E5D7BC52664CBB9D005FF579BAFEAFE87, $43AF032EE73B4595B8E18037676704DA01212F01"
FALSE,102,185,2014-10-21 22:37:57,2014-10-21 22:45:21,2014-10-21 22:45:33,11322.5,11319.13,0.3,284.44,284.54,554.35,11322.5,463.8537476268,452.2089756135,"$84380A96B503F02D5E3E120296A207EFD0200F50, $5F6BEB9DD900B305C84A290AA517C7283DBCF166, $4F215EB01DE79196D6E39FCEEBA7ED43C76C3272"
FALSE,104,197,2014-10-21 22:45:22,2014-10-21 22:55:21,2014-10-21 22:55:28,6045.74,6042.17,0.31,329.85,329.92,481.48,6045.74,895.75978395,846.9207072329,"$84380A96B503F02D5E3E120296A207EFD0200F50, $704386F528CD7C31F8A46664A543A8A1513C949D, $43AF032EE73B4595B8E18037676704DA01212F01"
FALSE,108,199,2014-10-21 22:55:21,2014-10-21 23:05:22,2014-10-21 23:05:36,13745.3,13742.27,0.29,427.46,427.59,684.49,13745.3,384.4503611656,372.4988722379,"$833001F2564C38D0E6D5E2775C77CA7F50FD4CA4, $A10C4F666D27364036B562823E5830BC448E046A, $29F1020B94BE25E6BE1AD13E93CE19D2131B487C"
FALSE,109,201,2014-10-21 23:05:21,2014-10-21 23:15:22,2014-10-21 23:15:36,13568.22,13564.65,7.07,366.77,366.85,665.37,13568.22,387.8384454269,377.5490160196,"$E34E25D958D46DDE5092385B14117C9B301DC0E9, $1A814C761749C7A22445EC33B1754300ED8E74F6, $D64366987CB39F61AD21DBCF8142FA0577B92811"
FALSE,110,203,2014-10-21 23:15:22,2014-10-21 23:25:22,2014-10-21 23:25:33,10245.49,10242.45,0.31,255.2,255.3,486.52,10245.49,512.5027682186,499.7470109872,"$E7EEC3B877D1B1E3C4E89167FEA31ECED0EC9CC2, $8E454B25A25FD00C8DADEF6988834C2112B96287, $1EA968C956FBC00617655A35DA872D319E87C597"
FALSE,111,205,2014-10-21 23:25:22,2014-10-21 23:35:23,2014-10-21 23:35:36,12909.57,12906.05,0.31,342.65,342.76,603.45,12909.57,407.4223751496,396.6145229182,"$B198C0B4B8C551F174FBB841A172616E3DB3124D, $E65E16903DFA45B8402A80B3702B5140F202275D, $D1271A1E15C568DA709D3A1E68188EEAE8DDB834"
FALSE,112,207,2014-10-21 23:35:22,2014-10-21 23:45:23,2014-10-21 23:45:28,4645.57,4641.94,9.09,238.14,238.2,445.49,4645.57,1161.6910802606,1104.286479911,"$EA7B41CE24123AF8520B255D9EDB7191F3E05F89, $B7D49AECF6C574610819B8006A38700ECE027020, $AB0CAFCF800539D686B07DCA1B05BDE82377EF83"
FALSE,113,209,2014-10-21 23:45:23,2014-10-21 23:55:23,2014-10-21 23:55:39,15359.46,15356.26,0.33,357.53,357.65,620.48,15359.46,341.2919938962,333.3521959594,"$84F8007D6E33E26EB689E40A65183CBDD5538955, $6DE61A6F72C1E5418A66BFED80DFB63E4C77668F, $AFEEE0F85C9AFF39BD204D558C1B2DD350C7309B"
FALSE,114,211,2014-10-21 23:55:23,2014-10-22 00:05:23,2014-10-22 00:05:40,16045.48,16042.03,0.33,7184.25,7184.33,7351.22,16045.48,577.8035589348,319.0995623464,"$F14094F550295C7481DF13B47204F8BA62B8E725, $F6EC46933CE8D4FAD5CCDAA8B1C5A377685FC521, $D03617731DDC05FE03F4061676F60B51DA9279F7"
FALSE,115,213,2014-10-22 00:05:23,2014-10-22 00:15:24,2014-10-22 00:15:32,7845.46,7841.92,0.35,192.22,192.32,370.03,7845.46,669.0067978861,652.6355931114,"$BD5899EA64D83F7E885B2495DE0842F1A77E99AF, $B324125957D0FDDF9824CFF1A7FEC96AA62EE188, $2AEC22D39B7E87C509C1B702A6FB18F8088BFDA0"
FALSE,116,215,2014-10-22 00:15:23,2014-10-22 00:25:24,2014-10-22 00:25:29,4535.15,4532.07,0.32,180.39,180.47,363.53,4535.15,1175.7455169191,1129.0393002639,"$B324125957D0FDDF9824CFF1A7FEC96AA62EE188, $F0CC4F21A8282632619A3D41ED948DBB300CF396, $5C1E076A17578A8D734F977D53D28D409D546773"
FALSE,120,226,2014-10-22 00:35:24,2014-10-22 00:53:24,2014-10-22 00:53:38,14008.06,14004.98,0.43,431.07,431.57,717.23,14008.06,377.1224841914,365.5150066063,"$F4263275CF54A6836EE7BD527B1328836A6F06E1, $CFEC81B97F6C15689ED8451C3DB0F8C399C01724, $3722FEED88FBA28CB752E17A5BACAB589B85E761"
FALSE,117,228,2014-10-22 00:25:24,2014-10-22 01:03:24,2014-10-22 01:03:42,17723.24,17719.72,0.32,663.92,664.05,1364.28,17723.24,300.1316046815,288.8914958106,"$CBD0D1BD110EC52963082D839AC6A89D0AE243E7, $6C6A15F74CE6A20AE85B2094DCE384C04EC143C9, $4F215EB01DE79196D6E39FCEEBA7ED43C76C3272"
FALSE,121,230,2014-10-22 01:03:24,2014-10-22 01:13:24,2014-10-22 01:13:40,15376.51,15374.58,0.33,426.4,426.52,740.1,15376.51,342.4749890941,332.982470085,"$E388F7BD196F5195AEF114552585152EA6942329, $5375C12C48624665B1D419241ABA9D155760F920, $616081EC829593AF4232550DE6FFAA1D75B37A90"
FALSE,125,241,2014-10-22 01:23:24,2014-10-22 01:23:25,2014-10-22 01:23:48,23009.06,23005.85,0.33,10290.45,10290.56,10522.29,23009.06,402.5630639781,222.5242026871,"$D165930932CAD4845BDE5E4B269066A7A385847B, $B83DC1558F0D34353BB992EF93AFEAFDB226A73E, $BC630CBBB518BE7E9F4E09712AB0269E9DC7D626"
FALSE,126,244,2014-10-22 01:23:35,2014-10-22 01:43:25,2014-10-22 01:43:41,15337.66,15334.21,0.32,165.24,165.77,341.88,15337.66,337.4661709454,333.8258326843,"$D165930932CAD4845BDE5E4B269066A7A385847B, $766CC246C1C68DF009A7BF03332285240DC3F2B4, $42F3F701F366B7FCA446CF1E8F2CA5598CFD3623"
FALSE,127,246,2014-10-22 01:33:35,2014-10-22 01:53:26,2014-10-22 01:53:39,13008.83,13005.94,0.34,347.47,347.59,671.76,13008.83,404.3839680879,393.5891988184,"$A346E5D46F4DF9B8C451AA1F3B16F69B8817B38E, $A53F5920B86F8190569BDFD59F7818BA73966CC3, $64186650FFE4469EBBE52B644AE543864D32F43C"
FALSE,128,248,2014-10-22 01:53:25,2014-10-22 02:03:26,2014-10-22 02:03:30,3638.36,3634.83,0.31,1251.41,1251.54,1383.06,3638.36,2145.1117653154,1407.3477015557,"$5DF631CB8D027CEC6BE80466158667F61C86C420, $80AE7BE9A7F3CAA2F44946600348EE66A2F5297B, $24B2B8327C1C61F7176A3B975430E00ABDB48C1A"
FALSE,129,261,2014-10-22 02:03:26,2014-10-22 02:13:26,2014-10-22 02:13:32,5245.93,5242.88,0.3,257.49,257.59,442.37,5245.93,1026.3927279302,976.0512897557,"$EB232BD1EBA8ADB6D84373B1E20DEF074AEDC8F3, $543363A9238673DFE92544E18EF426D6A48B75B2, $3F061400B6FB1F55E7F19BB3C713884D677E55B7"
FALSE,133,263,2014-10-22 02:13:26,2014-10-22 02:23:27,2014-10-22 02:23:31,3946.67,3943.03,0.3,218.67,218.77,380.22,3946.67,1373.4263554316,1297.3938193842,"$971AFB23C168DCD8EDA17473C1C452B359DE3A5A, $8025884D829970F6CF59C6F8B5CB0EC409F1487B, $21ABB9584677EEB54514265F24756AD0B04E0EFA"
FALSE,134,265,2014-10-22 02:23:26,2014-10-22 02:33:27,2014-10-22 02:33:33,5674.44,5671.06,0.32,205.11,205.19,386.67,5674.44,936.1433573078,902.342896686,"$231C2B9C8C31C295C472D031E06964834B745996, $2FA5252437EA4E04D3755B7F18314ED9EA386D95, $C9725DA18FD2CE6ED81FBDF88E5029AB0B166788"
FALSE,135,267,2014-10-22 02:33:27,2014-10-22 02:43:27,2014-10-22 02:43:33,5284.74,5281.08,0.32,198.01,198.11,376.78,5284.74,1006.5597307665,968.8856852734,"$B731E7E488E657F434E4D5E25A688928FC7F2313, $CFEC81B97F6C15689ED8451C3DB0F8C399C01724, $EB79F07792A065D3C534063773E83268E069F5EB"
FALSE,136,269,2014-10-22 02:43:27,2014-10-22 02:53:28,2014-10-22 02:53:40,12009.89,12006.18,0.34,470.03,470.14,743.81,12009.89,443.6839012851,426.3272753915,"$F71138DEF9CC0D54C77922E2C6E90CC558ED39AE, $9F0D9F9C6D9470F1CB8594F78F59BBF89E9BBFEC, $6B1E001929AF4DDBB747D02EC28340792B7724A6"
FALSE,137,271,2014-10-22 02:53:27,2014-10-22 03:03:28,2014-10-22 03:03:39,10685.08,10682.01,0.33,227.13,227.24,439.17,10685.08,489.5849460996,479.1876710224,"$BC630CBBB518BE7E9F4E09712AB0269E9DC7D626, $A80C9C0FE816A6007B222CC1B39565D5A377943C, $21ABB9584677EEB54514265F24756AD0B04E0EFA"
FALSE,138,273,2014-10-22 03:03:28,2014-10-22 03:13:28,2014-10-22 03:13:33,4397.68,4394.75,0.31,169.93,170.46,325.29,4397.68,1211.1970720841,1164.3320918578,"$E459E02374D0385D2E2515CBBE707EA208966BCF, $593B9C57D81F6A4497F8B6B0F6C07F7E794C488D, $575B40EF095A0F2B13C83F8485AFC56453817ABF"
FALSE,139,275,2014-10-22 03:13:28,2014-10-22 03:23:29,2014-10-22 03:23:38,9006.06,9002.91,0.33,320.79,320.92,551.64,9006.06,589.5128017187,568.5269896284,"$7489E8EDD0B8B68C8A2CB31D2B56B6572091DA7F, $C5EA141A8584497D67C320BF5B02A4B99ED7402E, $81BC28735C58098591052099D5D068F0535AAE14"
FALSE,141,277,2014-10-22 03:33:29,2014-10-22 03:36:16,2014-10-22 03:36:31,15008.38,15004.98,0.4,546.38,546.9,1042.36,15008.38,354.0439131871,341.1518409981,"$8305AEF824BB48701D3CA85C605F16BEEADDEA74, $A8B8AD71D46D29FBE8F064C739689D493C978735, $EA3808D4B00A53B45176D79D5F305972F4F42744"
FALSE,140,301,2014-10-22 03:23:28,2014-10-22 03:46:16,2014-10-22 03:46:44,27852.53,27848.99,0.41,444.54,445.23,690.99,27852.53,186.8115825155,183.8279972907,"$0824CE7D452B892D12E081D36E7415F85EA9988F, $5DF631CB8D027CEC6BE80466158667F61C86C420, $040A7442349A2AC92233C2470D6C4F2BD02EDF15"
FALSE,145,310,2014-10-22 03:46:16,2014-10-22 03:56:16,2014-10-22 03:56:21,4541.68,4538.21,0.32,243.63,243.74,402.25,4541.68,1191.2683913226,1127.4145795374,"$78638AD08E54B8AC39D6896C352D844176C3054F, $9FBD26A8EB88126FCEF76205255571E450170949, $B1B7BE5B08EFF31E96FFB2BB41B131DF89FC1A3F"
FALSE,148,312,2014-10-22 03:56:16,2014-10-22 04:06:16,2014-10-22 04:06:25,8139.8,8136.93,0.36,287.73,287.85,514.8,8139.8,652.0675682083,629.0359087182,"$055AEF1AEFD000EAFE4A55B6638F21EF0B90C81E, $C3046EDC56BE43A5F6DA10D87DCDF9CD1AA34CA5, $E187D52F9EF0630A7E17CC4016EB49DEAB684F42"
