"TIMEOUT","CIRC_ID","STREAM_ID","LAUNCH","STARTED","USED_AT","COMPLETE_MS","COMPLETE_MS_USEDAT","REQUEST_MS","RESPONSE_MS","DATARREQUEST_MS","DATARESPONSE_MS","DATACOMPLETE_MS","TROUGHPUT_KBproSEC_Download","TROUGHPUT_KBproSEC","PATH"
FALSE,2,14,2014-10-21 14:10:11,2014-10-21 14:17:09,2014-10-21 14:17:42,32840.59,32842.16,0.32,538.46,538.55,1038.88,32840.59,158.5039364967,155.9061526963,"$8E65B652226D8E32613E0AE454FD0F5CC2F6379C, $DB65666C334A177E8D4EA5B12E933E16275DEEE7, $D3F7D132B7A4CD0B8E3D09ECFAEEAB7DA376F3DD, $BDB26EF60A419089CA3AA0891AF1681455285D48, $9030DCF419F6E2FBF84F63CBACBA0097B06F557E"
FALSE,6,19,2014-10-21 14:20:31,2014-10-21 14:27:09,2014-10-21 14:27:21,11458.95,11460.78,0.39,181.93,182.06,361.39,11458.95,454.0255682951,446.8271700404,"$104A9453FD93BDBEAE9E2024898266AD2051A1BD, $C414F28FD2BEC1553024299B31D4E726BEB8E788, $B731E7E488E657F434E4D5E25A688928FC7F2313, $C804BE8FB1C7C42D43C4A5E2039E77AA0FF3A8B4, $4F215EB01DE79196D6E39FCEEBA7ED43C76C3272"
FALSE,10,21,2014-10-21 14:27:09,2014-10-21 14:37:11,2014-10-21 14:38:20,68753.12,68755.07,0.33,518.27,518.94,873.38,68753.12,75.0357122814,74.4697051144,"$104A9453FD93BDBEAE9E2024898266AD2051A1BD, $772C86361E276271665579621815F43311A29DA6, $3E54415221B30DCBE27F2F3F6BB69821F3F8D789, $1AE180250D80A692077EDA35CC8E7387A9FDF220, $E34E25D958D46DDE5092385B14117C9B301DC0E9"
FALSE,13,23,2014-10-21 14:37:09,2014-10-21 14:47:11,2014-10-21 14:49:22,130440.83,130442.67,0.31,9149.33,9149.45,13236.05,130440.83,42.2123996863,39.2516076617,"$D165930932CAD4845BDE5E4B269066A7A385847B, $BB746FEDE07FEBD8DED13188BD2A47DBE97AD09D, $AF84792B7C1C0F1FCCC7EB625A06A54D2A0D3BCB, $654E7235A36C5059F3F207BAD7B6A72829B48EC7, $24AF060D82FEC0D59AECF499DB7D8D317467C828"
FALSE,17,28,2014-10-21 14:49:27,2014-10-21 14:57:12,2014-10-21 14:57:22,10139.46,10141.59,0.3,223.9,224.03,441.24,10139.46,516.3672236996,504.9730947346,"$D62FB817B0288085FAC38A6DC8B36DCD85B70260, $D07F7D4A35BBD1029CF28AADE21A7BEBE982C300, $D9D16F90DAAE6B4E41C3F7FB2DE3F119DE7CA31F, $1424C410D0EE6FB19CA69B64167B60A55969F90D, $69DF3CDA1CDA460C17ECAD9D6F0C117A42384FA0"
FALSE,26,39,2014-10-21 15:07:32,2014-10-21 15:11:47,2014-10-21 15:12:03,15963.3,15965.63,0.37,596.82,596.98,1097.29,15963.3,333.1960819616,320.7430985661,"$B37B9EE1BB199EB4215D93309C335B4C341FAE76, $B6D30CEC9F8FAB676CCD0634DC86412F1BA8F4D2, $CD6B850159CFF4C068A8D0F1BA5296AE4EDCAB39, $BDB26EF60A419089CA3AA0891AF1681455285D48, $E1E922A20AF608728824A620BADC6EFC8CB8C2B8"
FALSE,29,41,2014-10-21 15:17:21,2014-10-21 15:21:47,2014-10-21 15:21:55,7659.67,7661.41,0.32,297.05,297.17,520.92,7659.67,695.4151060338,668.4635142593,"$5BB51E650366D14C95027DB2F1D7A69BC5B00676, $BF50E09EED25B82861CF95E1AAA42DCFEF53E5D1, $14F21773A93EF899CA0AD48A594C5A47AA1710AB, $71C21BEDFF4DAF13D38E6DF41D9B0960BF72BBDA, $C974508A98446F36169FB248655BCD50DF17F14C"
FALSE,30,43,2014-10-21 15:21:47,2014-10-21 15:31:47,2014-10-21 15:33:14,86416.58,86418.36,0.33,278.42,279,584.73,86416.58,59.4397987057,59.2481152809,"$5BB51E650366D14C95027DB2F1D7A69BC5B00676, $7A8FAEB3CA2AACAA86A26458D0E13A4684449EDC, $5A16F7E31B26F286889F20027F57A5E253AF3F23, $D62FB817B0288085FAC38A6DC8B36DCD85B70260, $5C1E076A17578A8D734F977D53D28D409D546773"
FALSE,31,45,2014-10-21 15:31:47,2014-10-21 15:41:47,2014-10-21 15:42:42,54199.02,54201.75,0.34,531.47,531.57,1083.64,54199.02,95.4023377483,94.467239915,"$CCA25E5097BD1BF249B4217CA6C0C6F08EF6F90D, $C383413C97056179799E6451AFCDD7B8A2D95880, $D62FB817B0288085FAC38A6DC8B36DCD85B70260, $71D5B73832B9D6130AAC38180CB4393A0FE07212, $021CD197EF41625F48D599F3D1933A1A953B981B"
FALSE,36,50,2014-10-21 16:02:18,2014-10-21 16:09:39,2014-10-21 16:09:55,16073.27,16075.72,0.32,424.76,424.85,871.49,16073.27,327.1893948394,318.5475841952,"$B777D4C844AD769CB996046B462349617DDADEEA, $590DC1287F31F542EB7EBA7055A0F9D7E893643F, $055AEF1AEFD000EAFE4A55B6638F21EF0B90C81E, $8B67AE10335B9D44D31509B9A94ABE8ED769F17A, $A3C3D2664F5E92171359F71931AA2C0C74E2E65C"
FALSE,38,74,2014-10-21 16:12:38,2014-10-21 16:19:39,2014-10-21 16:20:05,25737.33,25739.73,0.32,540.08,540.18,1057.3,25737.33,203.19751967,198.9352546449,"$E388F7BD196F5195AEF114552585152EA6942329, $F2C4B2B7628F48D293AFD841B868B13914C7D570, $40F32747DA9C12CF59B7CAF2EA0FA918528C993B, $A10C0CE888D6D3E4F4400375935A6F239EE99983, $310FCAD1874DFF72A4969087906BC6DE329104A7"
FALSE,42,84,2014-10-21 16:19:39,2014-10-21 16:29:39,2014-10-21 16:29:56,16390.52,16392.42,0.32,778.25,778.39,1070.99,16390.52,327.950169449,312.381864498,"$E388F7BD196F5195AEF114552585152EA6942329, $1C92C8495D7104386C17F63C8F51E2ED070FFC8D, $0F472409C73012EA025481B11EA9FD8EEDF420BA, $83647F043F6FBD6CD8720F24931EDF1F6E518775, $183AE7AEAD2A2FA0E8690DF0AD7C5532A70A8015"
FALSE,45,86,2014-10-21 16:29:39,2014-10-21 16:39:39,2014-10-21 16:40:07,27237.57,27239.22,0.34,698.03,698.11,1213.79,27237.57,192.9202924375,187.978026325,"$C85EAD9E5D9B3CF9E853C23C85EC1EC95D253DAB, $4C0E55EFDCBEE8F279706DD1972C9659632B6B38, $2AD9B14FAC296B479A379F8FD3CCF6FC7F775EDB, $A6F64642F6D4C15E62BC421589E013433193055D, $5723495C31E02098F370F0797F74EDF82A74AC38"
