"TIMEOUT","CIRC_ID","STREAM_ID","LAUNCH","STARTED","USED_AT","COMPLETE_MS","COMPLETE_MS_USEDAT","REQUEST_MS","RESPONSE_MS","DATARREQUEST_MS","DATARESPONSE_MS","DATACOMPLETE_MS","TROUGHPUT_KBproSEC_Download","TROUGHPUT_KBproSEC","PATH"
FALSE,53,71,2014-10-21 16:52:20,2014-10-21 17:02:10,2014-10-21 17:02:21,10444.82,10444.26,0.31,306.74,306.85,589.35,10444.82,505.0318671999,490.2097803204,"$ACD889D86E02EDDAB1AFD81F598C0936238DC6D0, $7489E8EDD0B8B68C8A2CB31D2B56B6572091DA7F, $D7DB8E82604F806766FC3F80213CF719A0481D0B, $523D242C40E7CDF4D389B8F321EFBA3AEA1B39C0, $0B4464C41BCA8265ECB34771AE812611A09CA6B0, $D78AB0013D95AFA60757333645BAA03A169DF722"
FALSE,55,73,2014-10-21 17:02:10,2014-10-21 17:12:10,2014-10-21 17:12:52,41114.32,41114.59,0.32,3271.66,3272.3,3774.86,41114.32,135.2993416774,124.5317800447,"$0C05E5620549E130A7D9DBCDF46923BD6F36AE0B, $1070DA28A81BF2C112DDF172649CC4C5AB06CD56, $611B2C7F33222762B1B0A80EEFBE8C0A1F681072, $41540D64BA1731D7C1582E1B27C50AAD8D1494D5, $0B5C183C547E3297B84CD03954603A8B2A260665, $8E744A4235EB308D5EB4DC3B8F78F59D8A5D1BBC"
FALSE,61,75,2014-10-21 17:42:58,2014-10-21 17:43:50,2014-10-21 17:44:56,65916.79,65916.18,0.34,490.7,491.24,986.44,65916.79,78.2568839143,77.6740822248,"$9643FE742A609FBE332E4D512A88DECF2E5207C2, $78C985D29C4CB104A9E233E698538379335D4558, $EEEC602B6887DE706F8584661CFB0B3CBDBDEBDC, $B567E8E39641F61091C1F2CAAAF73D3D1BF9CFE1, $EAC69272A1270C5E30293D31674C015AB0DF2D75, $EC7A768171BBE87E49ABD84B2390DEAAB2818857"
FALSE,64,77,2014-10-21 17:53:50,2014-10-21 17:53:50,2014-10-21 17:54:19,28692.75,28692.5,0.32,4249.53,4249.61,4585,28692.75,209.4656802923,178.4442678321,"$3C79699D4FBC37DE1A212D5033B56DAE079AC0EF, $F29FF26F8F54461EB92FD8A5BE21F052AE5A9E15, $43AF032EE73B4595B8E18037676704DA01212F01, $79C316AF984EB02280F3355D99C7EFFFD7CFD8DC, $2BD042AD301C4BAD8740A9C49D1C6919B87F00A2, $AD368442E9FF33C08C7407DF2DA7DB958F406CE2"
FALSE,66,82,2014-10-21 18:03:51,2014-10-21 18:13:50,2014-10-21 18:14:13,22018.14,22017.75,0.31,647.32,647.46,1303.88,22018.14,239.580595954,232.5388123446,"$1B1D35AEC3E63CDC7AA8F81529C6527AB4FECD76, $EEEC602B6887DE706F8584661CFB0B3CBDBDEBDC, $F4E575954C24FC82B112E0CB524A521815122EB7, $FE40B763AF53C04A8C74DA8C964D3B203163BB1D, $B83DC1558F0D34353BB992EF93AFEAFDB226A73E, $4024B658462568C7E21A486006BEC60B244E86D8"
FALSE,68,84,2014-10-21 18:14:29,2014-10-21 18:23:51,2014-10-21 18:24:21,29763.63,29763.4,0.32,614.31,614.42,1072.88,29763.63,175.6479910911,172.0238844373,"$DE1650FC6398258E6B2245D27C2238C3D70535C5, $35E8B344F661F4F2E68B17648F35798B44672D7E, $5BB51E650366D14C95027DB2F1D7A69BC5B00676, $52330B466C87394B2C295C714F56D539A5ABE062, $906933A309F15D7CF379127078A6791DF9B0C763, $C46524E586E1B997329703D356C07EE12B28C722"
FALSE,69,86,2014-10-21 18:23:50,2014-10-21 18:33:51,2014-10-21 18:34:28,36583.15,36583.35,0.3,372.25,372.35,753.3,36583.15,141.3942847354,139.9562794125,"$DE1650FC6398258E6B2245D27C2238C3D70535C5, $80AAF8D5956A43C197104CEF2550CD42D165C6FB, $BF03E07829DC5D36BEC70ACCA1C5882B0BD963A9, $8A0ADB8C728619B7610F661B8EA23C492BE24516, $C11650E31F83E149C855D574B3171CC9CF9BEE19, $A59A4050C59165486F066791B8E9C44855890932"
FALSE,71,88,2014-10-21 18:43:51,2014-10-21 18:44:32,2014-10-21 18:45:00,27983.14,27983.11,0.32,999.41,999.91,1466.68,27983.14,189.7474703031,182.9694535051,"$C91450840E75AC1B654A3096744338A573A239C6, $CF1C5BE969D673AB04755455B5F44B54089320F1, $C8A35B3769186C11E110D9393E4337D2969938D1, $14F21773A93EF899CA0AD48A594C5A47AA1710AB, $B731E7E488E657F434E4D5E25A688928FC7F2313, $527ED954F9E7800AB00BCE366542CB074B42DD2A"
FALSE,70,106,2014-10-21 18:33:51,2014-10-21 18:56:19,2014-10-21 18:56:57,37991.05,37991.03,0.39,5553.36,5553.48,5866.42,37991.05,157.8416735912,134.7699458044,"$B6D30CEC9F8FAB676CCD0634DC86412F1BA8F4D2, $523D242C40E7CDF4D389B8F321EFBA3AEA1B39C0, $E73BA0BE63E50593606CA9F0B26A17ABA0E5DC64, $7B8B083157372DB2994FEB5B075BBAE22BA2DC4F, $055AEF1AEFD000EAFE4A55B6638F21EF0B90C81E, $766CC246C1C68DF009A7BF03332285240DC3F2B4"
FALSE,76,109,2014-10-21 18:56:24,2014-10-21 19:16:19,2014-10-21 19:17:09,49389.28,49389.5,0.33,1030.41,1031.06,2316.29,49389.28,105.8765057292,103.6669134505,"$379FB450010D17078B3766C2273303C358C3A442, $9CD77810A49B52A333666689B334447DCAD40591, $F528DED21EACD2E4E9301EC0AABD370EDCAD2C47, $4D6566AA9F033B1EBE6A5D41A817F5367F097F6E, $254EB51B0B85B2FB8A70997875DA493420A30458, $AB217D85D0AC461E98E1270F5AE404E5FD8238C8"
FALSE,77,111,2014-10-21 19:06:23,2014-10-21 19:26:19,2014-10-21 19:27:14,54191.65,54191.04,0.37,365.88,365.99,697.39,54191.65,95.1219143913,94.4801433915,"$49095052C6668FB6BB9A2C9CEDB0A79B6193870B, $332CD489177F202570A7021328A17A91BF823889, $941985CDE2DC9D67FEC0703A8FFD061E3B4BA8A9, $863D45319121DE1BB4F50DE7931FEC422FBFD76E, $C5D76C91A5B90A09A9E60B5FB3D7D650EAA09F7A, $3EAAAB35932610411E24FA4317603CB5780B80BC"
FALSE,79,113,2014-10-21 19:26:24,2014-10-21 19:36:20,2014-10-21 19:37:35,74896.96,74896.38,0.33,821.17,821.54,1305.94,74896.96,69.1187414517,68.3608825162,"$0EC34BCBDDF05FA055A7753F9154A18B6B12FDAB, $84F8007D6E33E26EB689E40A65183CBDD5538955, $523D242C40E7CDF4D389B8F321EFBA3AEA1B39C0, $CCBE7BDD4F3626DA378F1AF1A02EAC5D54D12E13, $75A0C6EBBB2879ADEA76FF33C41E368D52FD449F, $C8D44E917E1986DBE4E7FDA10B48B118CD38D973"
FALSE,80,115,2014-10-21 19:36:19,2014-10-21 19:46:20,2014-10-21 19:46:44,23524.83,23525,0.33,405.94,406.04,671.05,23524.83,221.4649147488,217.6454425193,"$9FDAE963D23B6309DC1353F784454DCF81A92941, $FFA72BD683BC2FCF988356E6BEC1E490F313FB07, $E9C329939CE408952C908027D80649D7F56730E1, $F43C497039F836FE32DE416F4CBD97892C3F6E9E, $283DCD8258B9F963D5742625B119A3F2D06997AC, $D66CFC4F10979E20AD064C9D16444FCEC455B053"
FALSE,81,117,2014-10-21 19:46:20,2014-10-21 19:56:20,2014-10-21 19:56:38,17190.46,17189.82,0.32,660.87,660.97,1319.55,17190.46,309.7494054889,297.8452126968,"$906933A309F15D7CF379127078A6791DF9B0C763, $34E627190284820BD6755D6D0BB42ECD4E863875, $BC727AA9F25CABFAEB278767358B5574C9D058AD, $F1D72F38770799A381165650797A16465EC49522, $921D1262B797299C13DEB4ED7B909BF76CC5FFF7, $B486925DC901969CCE2B371E93740CF98C30539D"
FALSE,82,119,2014-10-21 19:56:20,2014-10-21 20:06:21,2014-10-21 20:06:38,16881.53,16881.6,0.32,1625.68,1625.75,1977.73,16881.53,335.6105238744,303.2956855982,"$F8621B485351AE126A996DFA6AE6A5076F672EB8, $06B0B39A6C7186789CA0A24BEA2B0C50462C4DF2, $1C90D3AEADFF3BCD079810632C8B85637924A58E, $E4442A5000D674BF471AEC4F2D6BDF728A4B4626, $B2D39AF576A2853F4B5ABF959E02FEDED2120B01, $691AD93A9A53060BF271D1D07E2567EC9AB94314"
FALSE,83,143,2014-10-21 20:06:20,2014-10-21 20:16:21,2014-10-21 20:17:13,51494.6,51494.84,0.35,383.53,383.63,746.6,51494.6,100.1741973248,99.4285845195,"$52E473115CD703F0CE2F5EBA34DD6D09215316A8, $823DB51950417112B398E009BEC4759363BCD3C5, $822E5F038D5FE387FC0CDE5DF209ABBD947FD485, $E64625ED5B01A1F0E97BCF0B5D431A432A24F408, $9A97AB6D11EBFCEC80788642EA137B3A938F8611, $28F04B33154C6EFF497D793C8E65AF09A7B1427C"
FALSE,93,156,2014-10-21 20:26:26,2014-10-21 20:49:14,2014-10-21 20:49:32,17827.18,17827.16,0.36,548.67,549.26,895.13,17827.18,296.3320007226,287.2076376192,"$64846B8BAEDB6234FEB18E18124CC9C9C279C254, $8260ADE00B93448C9CE35780BDBA742AC5E91256, $C52F7A0264AE7C650976166EA13982501EC810CE, $D7DB8E82604F806766FC3F80213CF719A0481D0B, $5533B9DBAD6B5B419A604611925E55AB6B9FBA32, $E2D9E8CEF3D4041AD10300A9FFF1CDD8715EDDA6"
FALSE,88,158,2014-10-21 20:16:22,2014-10-21 20:59:14,2014-10-21 20:59:40,25437.85,25437.96,0.32,236.5,236.63,438.69,25437.85,203.1647282924,201.2773882127,"$DFAA85FA163F9936511C6C8A4C33E625FAF53E19, $05EAB74E507EAA39252D9067362CACFBA5C32901, $B721D56F47F66C3E1B1F69D9D8E8578BCDED5143, $4A88DD10E136CB1DAB26ABC4C05E914A87E5EF21, $055AEF1AEFD000EAFE4A55B6638F21EF0B90C81E, $35961469646A623F9EE03B7B45296527A624AAFD"
FALSE,95,160,2014-10-21 20:59:14,2014-10-21 21:09:14,2014-10-21 21:10:21,66147.07,66146.65,0.31,1636.35,1636.46,3035.9,66147.07,79.3667932046,77.4036411584,"$121ADF3C30928E4BBA28F22261E11FF76A11A79E, $BDBBA8F823F1E13A4E0CCB50C1CBB198264AEA8D, $B9122392A201701BE9497AC2B3B88E0E831A05B3, $19304C254E794FC44519E5BAE97D1E397D16C764, $79223846C0DEB23D67F716C1BEA0BFFCC2D7AAC7, $79005E8DD9BE18D36B359A094B1F5A2DE99684F7"
FALSE,96,162,2014-10-21 21:09:14,2014-10-21 21:19:15,2014-10-21 21:19:47,31762,31761.55,0.33,4715.48,4715.55,5089.52,31762,189.3039775588,161.2006219172,"$98EF3981F766F9F87D7C399E6DD0FFC3867711AF, $E3CBB5ED34160447BA3E423BC36C364E0D9BDB0B, $51529D0276A654E117A405A44FD58A917EFC15EB, $2F433D569AFE5FB315E7428F48FF24C05E9DF226, $AA1B026EE0C8A958E29C67C7D8885FF27572269D, $E187D52F9EF0630A7E17CC4016EB49DEAB684F42"
FALSE,97,164,2014-10-21 21:19:14,2014-10-21 21:29:15,2014-10-21 21:29:30,14446.04,14445.93,0.32,442.33,442.4,860.62,14446.04,365.6191191585,354.430168383,"$E388F7BD196F5195AEF114552585152EA6942329, $2AFE920194ED5807377CB0BB696C5C870CED8BFD, $055AEF1AEFD000EAFE4A55B6638F21EF0B90C81E, $4D5FAA22C650CE72CA43A078C40A91ED61461F36, $AE49FE02244EC0879C8CE5A01C98D8D6FDA62599, $338A647AE5C971B11AE9F506C134468DDD0D201A"
FALSE,98,166,2014-10-21 21:29:15,2014-10-21 21:39:15,2014-10-21 21:39:41,25113.04,25112.99,0.32,459.44,459.55,1009.41,25113.04,207.6784640743,203.8807506744,"$4D5FAA22C650CE72CA43A078C40A91ED61461F36, $D64366987CB39F61AD21DBCF8142FA0577B92811, $F596E1B1EF98E1DDBBDC934DB722AF54069868F6, $BDB26EF60A419089CA3AA0891AF1681455285D48, $322C6E3A973BC10FC36DE3037AD27BC89F14723B, $69DF3CDA1CDA460C17ECAD9D6F0C117A42384FA0"
FALSE,99,179,2014-10-21 21:39:15,2014-10-21 21:49:16,2014-10-21 21:49:47,30898.73,30898.31,0.29,331.85,332.37,730.88,30898.73,167.5043848104,165.7041588413,"$05157CC473913C9AFBDDF37A746BF9AC832D3ED3, $5D1C27912A5ED04535B2F040C4DA34782E8DDDE2, $A5DEF08A1D6075453C6CB856B2F1FA4070D67ECF, $E3CBB5ED34160447BA3E423BC36C364E0D9BDB0B, $3691CF0C3429472ED20AFDEF31DF6203367609F9, $5C1E076A17578A8D734F977D53D28D409D546773"
FALSE,104,181,2014-10-21 21:49:20,2014-10-21 21:59:16,2014-10-21 22:00:08,51645.79,51645.42,0.33,866.26,866.66,2273.33,51645.79,100.8288264424,99.1374654011,"$F8756C0963DC691816366AE9E950D884BE111BDC, $B6C7FAFFFCEFC30541D38F33E25B1E0DB135C5D8, $7489E8EDD0B8B68C8A2CB31D2B56B6572091DA7F, $2B77449FBCB1374909A039CBFB4DF4C67144D6C1, $CFEC81B97F6C15689ED8451C3DB0F8C399C01724, $AFDAAF1C5239D52519E7C78E9F839E504E0ED645"
FALSE,105,183,2014-10-21 21:59:16,2014-10-21 22:22:51,2014-10-21 22:23:34,42944.84,42944.99,0.34,480.99,481.5,868.2,42944.84,120.5745969853,119.2236376061,"$B324125957D0FDDF9824CFF1A7FEC96AA62EE188, $E65E16903DFA45B8402A80B3702B5140F202275D, $DD8EF171F89697B6254F9CDC58C3838191F380B0, $0D145F7F9A0DD2E5F5BF9476E01141A736BCBE50, $D07F7D4A35BBD1029CF28AADE21A7BEBE982C300, $CACB5526CA31F48227CE6C934D37D348E67D928D"
FALSE,106,185,2014-10-21 22:09:16,2014-10-21 22:32:51,2014-10-21 22:33:16,24647.83,24647.85,0.31,709.59,709.68,1355.99,24647.83,213.8845324675,207.7288016434,"$CE3880F5B98D74EFC0270EA586C6E8C272A62FA7, $35E8B344F661F4F2E68B17648F35798B44672D7E, $0D9252DA2EC5719596CF4AEDD560A9F179ECF67E, $7E91C5DA173482766BA1F8E2352C874C3316B260, $CFEC81B97F6C15689ED8451C3DB0F8C399C01724, $2576BFB02654F8C7EE7F8A4E2F746E4D03F67DD5"
FALSE,107,187,2014-10-21 22:32:51,2014-10-21 22:42:51,2014-10-21 22:44:37,105348.99,105348.45,0.32,488.69,488.82,1000.17,105348.99,48.8269283162,48.6005177747,"$604A9DDBC004F26D6D221C2D19794859ADE2A8F4, $39F096961ED2576975C866D450373A9913AFDC92, $3778B9BD2E858137A4CEA091730E20ED92D21AD2, $84F8007D6E33E26EB689E40A65183CBDD5538955, $79390A5032B37640F4285E7990471A8BBBF8F790, $1EB8BDA15D27B3F9D4A2EDDA58357EA656150075"
FALSE,108,189,2014-10-21 22:42:51,2014-10-21 22:52:51,2014-10-21 22:53:49,57123.32,57122.93,0.37,894.44,894.56,1255.22,57123.32,91.0566083434,89.6312349317,"$30F27AC195F6393FC0CD9107F197A575F553ACB1, $ED2338CAC2711B3E331392E1ED2831219B794024, $35E8B344F661F4F2E68B17648F35798B44672D7E, $DC60076EA801B2677E00D31D68CFBE09B220DE79, $5ECD7C1DE182F68E6DA267E7E44CF41066D6C218, $171F7083867D4FCAE8CC878EB1C88818EC23E20D"
FALSE,109,191,2014-10-21 22:52:51,2014-10-21 23:02:52,2014-10-21 23:03:33,40828.83,40828.35,0.32,774.94,775.05,1476.26,40828.83,127.8281474454,125.4025589321,"$D8DFAB85638EB11648B05AE64E77EC11E3267238, $543363A9238673DFE92544E18EF426D6A48B75B2, $6F0F3C09AF9580F7606B34A7678238B3AF7A57B7, $E3D1A10B487356FA91027D84CCB7E1C90A9D11E6, $25022686C838259287E5B93884AFCB9A11C61CE3, $FAEA6ADE36449A7F5C0DEDEF338B0FA640CBE29C"
FALSE,111,193,2014-10-21 23:02:56,2014-10-21 23:12:52,2014-10-21 23:13:19,26655.11,26655.05,4.76,511.35,511.43,917.66,26655.11,195.8407851561,192.1175019441,"$5A16F7E31B26F286889F20027F57A5E253AF3F23, $5E0280B37529AF302BC31CFDFB1092A8129EA8D8, $A3279B1AC705C9F3478947598CF0557B81E12DE1, $E26AFC5F718E21AC502899B20C653AEFF688B0D2, $B198C0B4B8C551F174FBB841A172616E3DB3124D, $BA4B56F7C00B173964DE2511FA873327A266D7F2"
FALSE,112,195,2014-10-21 23:12:52,2014-10-21 23:22:52,2014-10-21 23:23:10,17341.63,17342.2,0.32,1513.61,1513.74,1844.88,17341.63,323.4795922231,295.2487805962,"$B37B9EE1BB199EB4215D93309C335B4C341FAE76, $332CD489177F202570A7021328A17A91BF823889, $A6F64642F6D4C15E62BC421589E013433193055D, $33C5FB0983BE92786D15A7E3AC0428B0DD7BA197, $D9BC3B28FA3F49ADE0C48CE72D1369E3A786DECE, $C37C070A2895414DBCEB26A911A87166420D9D51"
FALSE,114,197,2014-10-21 23:31:56,2014-10-21 23:32:53,2014-10-21 23:33:22,28997.02,28996.38,0.31,571.51,571.62,1036.13,28997.02,180.1205706875,176.571773977,"$4293574038470116EE08ABC3B7B37D29CB561946, $23A39D6EC3CB10F398B57EB2BC5F892DA1AA818A, $1BB7083DD42CFE1772259240C05B170128DE0AA9, $C309A31AD772FFDD0805C9FECB6D4748A7CBF684, $72A4E600D86B49E7FB8F1C3EE78158824A904267, $C998624CA04FC79C15032BF2DAB070A249933D61"
FALSE,113,199,2014-10-21 23:22:52,2014-10-21 23:42:53,2014-10-21 23:43:39,45731.75,45732.06,0.34,2219.93,2219.99,2840.08,45731.75,117.6693215961,111.958044092,"$5D1972A9E8C56FA3013EA6F3D51B1AD33174BE5C, $76D67ECA8031468BC3BC2A7341B2954D8C6DBFB5, $FC37A7B1C264497BA01A08BF6D2C982A99D5B963, $0EC34BCBDDF05FA055A7753F9154A18B6B12FDAB, $22D69D2553C7AEFFACEF1CFB683A59B0C0ABD758, $F9CCC8DC2677C2F589444B4FB3956B39DF1BF13B"
FALSE,115,211,2014-10-21 23:42:53,2014-10-21 23:52:53,2014-10-21 23:53:10,16432.51,16432.05,0.31,534.77,534.88,1067.68,16432.51,322.0605417341,311.5833138948,"$5DF631CB8D027CEC6BE80466158667F61C86C420, $D8DFAB85638EB11648B05AE64E77EC11E3267238, $2598107743983146689D3DB90DB8105676CFBA51, $F8621B485351AE126A996DFA6AE6A5076F672EB8, $6E49C6D85105791FDADF0B0B1F9ACFB5FF42B9F3, $41544B0CA1F86072D323965400BECC9A4876B09E"
FALSE,119,213,2014-10-21 23:52:53,2014-10-22 00:02:53,2014-10-22 00:03:13,19132.45,19132.35,9.1,354.17,354.24,672.89,19132.45,272.6563862594,267.7355293562,"$7913C76C0C153B267AF10D2BB896269DD0C105EE, $75399AA00981AD6B5F1A6C8428AB1DCBDFEE85E4, $46A40C0D9003439D07620EA6375014414DE7D5E7, $CFB913BCE9B71450AC54145FDE04AD26EA381EA4, $F596E1B1EF98E1DDBBDC934DB722AF54069868F6, $35961469646A623F9EE03B7B45296527A624AAFD"
FALSE,120,215,2014-10-22 00:02:53,2014-10-22 00:12:54,2014-10-22 00:13:28,33832.69,33832.75,0.4,567.17,567.24,995.42,33832.69,153.9134539929,151.3346896519,"$A07FF746D9BA56C3F916BBD404307396BFA862E0, $F79EB289E15F60417CE00028E83993DEA30B093E, $7F1D228E17AA6F4CEC24A90082CB2D457013C994, $12AD30E5D25AA67F519780E2111E611A455FDC89, $0F32C25A6D9C389E1BDF37E68DA707C249B2A6B4, $EC84E23249F74BFFBC82B4E63CDA295CCC0292A0"
FALSE,121,217,2014-10-22 00:12:53,2014-10-22 00:22:54,2014-10-22 00:23:31,36538.55,36538.51,0.33,796.12,796.24,1396.78,36538.55,143.2476118966,140.1272609427,"$4C0E55EFDCBEE8F279706DD1972C9659632B6B38, $BAACCB29197DB833F107E410E2BFAE5009EE7583, $3588A42F8D037456128BEA482C3693192E1A0D03, $7B3697811D5D58434871E156A3F2E355311D3813, $CF1C5BE969D673AB04755455B5F44B54089320F1, $379FB450010D17078B3766C2273303C358C3A442"
